HTML FILE NAME==MENU PROMPT
what-is-custom-event.html == ??CUSTOM EVENT??
GA4-history-change-event.html == GA4 # history_change_event
GA4-link-click.html == GA4 # link_click
GA4-outbound-link-click.html == GA4 # outbound_link_click
GA4-page-view.html == GA4 # page_view
GA4-purchase-confirmation.html == GA4 # purchase_confirmation
GA4-scroll-depth.html == GA4 # scroll_depth
GA4-signup-confirmation.html == GA4 # signup_confirmation
GA4-signup-form.html == GA4 # signup_form
GA4-thank-you.html == GA4 # thank_you
GA4-user-login-form.html == GA4 # user_login_form
GA4-video-complete-event.html == GA4 # video_complete_event
GA4-video-engagement-with-embedded-youtube-video.html == GA4 # video_engagement_embedded_youtube_video
GA4-video-engagement-with-non-embedded-video.html == GA4 # video_engagement_non_embedded_video
GA4-video-engagement-with-repository-video.html == GA4 # video_engagement_repository_video
GA4-video-pause-event.html == GA4 # video_pause_event
GA4-view_search_result.html == GA4 # view_search_result
